"","clsc.age.pry.CLSC_code","clsc.age.pry.Age","clsc.age.pry.Count","clsc.age.pry.Sex"
"4805","16231","25-29","1130","Female"
"4806","16311","25-29","3600","Female"
"4807","16321","25-29","1675","Female"
"4808","16331","25-29","545","Female"
"4809","16341","25-29","1975","Female"
"4810","16342","25-29","2585","Female"
"4811","16343","25-29","845","Female"
"4812","17011","25-29","290","Female"
"4813","17012","25-29","295","Female"
"4814","18011","25-29","670","Female"
"4815","1111","30-34","460","Female"
"4816","1121","30-34","950","Female"
"4817","1131","30-34","390","Female"
"4818","1141","30-34","175","Female"
"4819","1151","30-34","1590","Female"
"4820","1161","30-34","470","Female"
"4821","1171","30-34","480","Female"
"4822","1181","30-34","400","Female"
"4823","2111","30-34","825","Female"
"4824","2121","30-34","670","Female"
"4825","2131","30-34","1490","Female"
"4826","2141","30-34","1895","Female"
"4827","2151","30-34","2230","Female"
"4828","2161","30-34","640","Female"
"4829","3111","30-34","1570","Female"
"4830","3121","30-34","1390","Female"
"4831","3122","30-34","1735","Female"
"4832","3123","30-34","1920","Female"
"4833","3124","30-34","1230","Female"
"4834","3125","30-34","1280","Female"
"4835","3126","30-34","2355","Female"
"4836","3131","30-34","3920","Female"
"4837","3132","30-34","3415","Female"
"4838","3133","30-34","2765","Female"
"4839","3134","30-34","965","Female"
"4840","3141","30-34","330","Female"
"4841","3142","30-34","365","Female"
"4842","4111","30-34","390","Female"
"4843","4121","30-34","235","Female"
"4844","4122","30-34","380","Female"
"4845","4131","30-34","530","Female"
"4846","4141","30-34","1645","Female"
"4847","4151","30-34","2685","Female"
"4848","4152","30-34","1225","Female"
"4849","4161","30-34","560","Female"
"4850","4162","30-34","570","Female"
"4851","4171","30-34","2990","Female"
"4852","4181","30-34","2075","Female"
"4853","4182","30-34","605","Female"
"4854","5111","30-34","1330","Female"
"4855","5121","30-34","2795","Female"
"4856","5131","30-34","1165","Female"
"4857","5141","30-34","470","Female"
"4858","5151","30-34","4965","Female"
"4859","5161","30-34","870","Female"
"4860","5171","30-34","340","Female"
"4861","5181","30-34","625","Female"
"4862","5191","30-34","485","Female"
"4863","6111","30-34","1555","Female"
"4864","6112","30-34","2350","Female"
"4865","6113","30-34","1185","Female"
"4866","6121","30-34","2130","Female"
"4867","6122","30-34","2625","Female"
"4868","6211","30-34","1555","Female"
"4869","6212","30-34","2875","Female"
"4870","6221","30-34","1140","Female"
"4871","6222","30-34","1165","Female"
"4872","6223","30-34","1540","Female"
"4873","6224","30-34","2360","Female"
"4874","6225","30-34","2360","Female"
"4875","6311","30-34","2655","Female"
"4876","6312","30-34","1380","Female"
"4877","6313","30-34","3375","Female"
"4878","6314","30-34","795","Female"
"4879","6321","30-34","2235","Female"
"4880","6322","30-34","3340","Female"
"4881","6323","30-34","2030","Female"
"4882","6324","30-34","715","Female"
"4883","6411","30-34","2025","Female"
"4884","6412","30-34","3675","Female"
"4885","6421","30-34","3135","Female"
"4886","6422","30-34","2700","Female"
"4887","6431","30-34","3540","Female"
"4888","6432","30-34","3485","Female"
"4889","6511","30-34","2210","Female"
"4890","6512","30-34","2780","Female"
"4891","6521","30-34","1650","Female"
"4892","6522","30-34","1280","Female"
"4893","6523","30-34","1540","Female"
"4894","6524","30-34","1615","Female"
"4895","6531","30-34","3930","Female"
"4896","6532","30-34","1605","Female"
"4897","6533","30-34","2970","Female"
"4898","7111","30-34","505","Female"
"4899","7121","30-34","470","Female"
"4900","7131","30-34","1115","Female"
"4901","7141","30-34","2680","Female"
"4902","7142","30-34","2475","Female"
"4903","7143","30-34","3665","Female"
"4904","7151","30-34","1265","Female"
"4905","7152","30-34","365","Female"
"4906","8111","30-34","545","Female"
"4907","8121","30-34","715","Female"
"4908","8131","30-34","1280","Female"
"4909","8141","30-34","1215","Female"
"4910","8151","30-34","345","Female"
"4911","8152","30-34","80","Female"
"4912","9111","30-34","135","Female"
"4913","9121","30-34","150","Female"
"4914","9122","30-34","95","Female"
"4915","9123","30-34","825","Female"
"4916","9131","30-34","195","Female"
"4917","9141","30-34","805","Female"
"4918","9151","30-34","200","Female"
"4919","9161","30-34","105","Female"
"4920","9171","30-34","10","Female"
"4921","10011","30-34","45","Female"
"4922","10012","30-34","55","Female"
"4923","10013","30-34","50","Female"
"4924","10014","30-34","265","Female"
"4925","11111","30-34","425","Female"
"4926","11112","30-34","380","Female"
"4927","11121","30-34","275","Female"
"4928","11131","30-34","35","Female"
"4929","11132","30-34","400","Female"
"4930","11133","30-34","5","Female"
"4931","11141","30-34","290","Female"
"4932","11211","30-34","280","Female"
"4933","12111","30-34","950","Female"
"4934","12112","30-34","2965","Female"
"4935","12113","30-34","1610","Female"
"4936","12114","30-34","1025","Female"
"4937","12115","30-34","975","Female"
"4938","12121","30-34","925","Female"
"4939","12131","30-34","520","Female"
"4940","12132","30-34","1540","Female"
"4941","12141","30-34","345","Female"
"4942","12151","30-34","520","Female"
"4943","12152","30-34","360","Female"
"4944","13111","30-34","3985","Female"
"4945","13112","30-34","1725","Female"
"4946","13113","30-34","3030","Female"
"4947","13114","30-34","3770","Female"
"4948","14111","30-34","1070","Female"
"4949","14112","30-34","1725","Female"
"4950","14113","30-34","1900","Female"
"4951","14114","30-34","1130","Female"
"4952","14121","30-34","5140","Female"
"4953","14122","30-34","3650","Female"
"4954","15111","30-34","755","Female"
"4955","15121","30-34","1090","Female"
"4956","15131","30-34","820","Female"
"4957","15141","30-34","790","Female"
"4958","15151","30-34","3895","Female"
"4959","15161","30-34","5320","Female"
"4960","15171","30-34","3990","Female"
"4961","16111","30-34","3980","Female"
"4962","16112","30-34","2770","Female"
"4963","16121","30-34","2435","Female"
"4964","16122","30-34","3520","Female"
"4965","16211","30-34","2335","Female"
"4966","16212","30-34","2220","Female"
"4967","16213","30-34","3245","Female"
"4968","16221","30-34","3060","Female"
"4969","16222","30-34","2585","Female"
"4970","16223","30-34","425","Female"
"4971","16231","30-34","1230","Female"
"4972","16311","30-34","4360","Female"
"4973","16321","30-34","1560","Female"
"4974","16331","30-34","545","Female"
"4975","16341","30-34","2135","Female"
"4976","16342","30-34","3095","Female"
"4977","16343","30-34","845","Female"
"4978","17011","30-34","265","Female"
"4979","17012","30-34","225","Female"
"4980","18011","30-34","605","Female"
"4981","1111","35-39","620","Female"
"4982","1121","35-39","1030","Female"
"4983","1131","35-39","515","Female"
"4984","1141","35-39","195","Female"
"4985","1151","35-39","1680","Female"
"4986","1161","35-39","465","Female"
"4987","1171","35-39","570","Female"
"4988","1181","35-39","460","Female"
"4989","2111","35-39","855","Female"
"4990","2121","35-39","750","Female"
"4991","2131","35-39","1535","Female"
"4992","2141","35-39","2155","Female"
"4993","2151","35-39","2415","Female"
"4994","2161","35-39","595","Female"
"4995","3111","35-39","1630","Female"
"4996","3121","35-39","1845","Female"
"4997","3122","35-39","1640","Female"
"4998","3123","35-39","1910","Female"
"4999","3124","35-39","1020","Female"
"5000","3125","35-39","910","Female"
"5001","3126","35-39","1935","Female"
"5002","3131","35-39","4520","Female"
"5003","3132","35-39","3995","Female"
"5004","3133","35-39","2920","Female"
"5005","3134","35-39","1160","Female"
"5006","3141","35-39","325","Female"
"5007","3142","35-39","445","Female"
"5008","4111","35-39","415","Female"
"5009","4121","35-39","300","Female"
"5010","4122","35-39","350","Female"
"5011","4131","35-39","575","Female"
"5012","4141","35-39","1745","Female"
"5013","4151","35-39","2700","Female"
"5014","4152","35-39","1365","Female"
"5015","4161","35-39","695","Female"
"5016","4162","35-39","585","Female"
"5017","4171","35-39","3615","Female"
"5018","4181","35-39","2190","Female"
"5019","4182","35-39","615","Female"
"5020","5111","35-39","1495","Female"
"5021","5121","35-39","3160","Female"
"5022","5131","35-39","1325","Female"
"5023","5141","35-39","565","Female"
"5024","5151","35-39","5190","Female"
"5025","5161","35-39","955","Female"
"5026","5171","35-39","375","Female"
"5027","5181","35-39","675","Female"
"5028","5191","35-39","590","Female"
"5029","6111","35-39","2060","Female"
"5030","6112","35-39","2920","Female"
"5031","6113","35-39","1450","Female"
"5032","6121","35-39","2235","Female"
"5033","6122","35-39","2795","Female"
"5034","6211","35-39","1745","Female"
"5035","6212","35-39","2940","Female"
"5036","6221","35-39","1040","Female"
"5037","6222","35-39","1475","Female"
"5038","6223","35-39","1550","Female"
"5039","6224","35-39","2030","Female"
"5040","6225","35-39","1615","Female"
"5041","6311","35-39","1805","Female"
"5042","6312","35-39","1225","Female"
"5043","6313","35-39","2975","Female"
"5044","6314","35-39","700","Female"
"5045","6321","35-39","1710","Female"
"5046","6322","35-39","2835","Female"
"5047","6323","35-39","1410","Female"
"5048","6324","35-39","500","Female"
"5049","6411","35-39","2095","Female"
"5050","6412","35-39","3760","Female"
"5051","6421","35-39","3025","Female"
"5052","6422","35-39","2885","Female"
"5053","6431","35-39","2865","Female"
"5054","6432","35-39","2645","Female"
"5055","6511","35-39","2190","Female"
"5056","6512","35-39","2990","Female"
"5057","6521","35-39","1915","Female"
"5058","6522","35-39","1475","Female"
"5059","6523","35-39","1655","Female"
"5060","6524","35-39","1665","Female"
"5061","6531","35-39","4075","Female"
"5062","6532","35-39","1590","Female"
"5063","6533","35-39","2195","Female"
"5064","7111","35-39","525","Female"
"5065","7121","35-39","435","Female"
"5066","7131","35-39","1240","Female"
"5067","7141","35-39","3050","Female"
"5068","7142","35-39","2360","Female"
"5069","7143","35-39","3910","Female"
"5070","7151","35-39","1230","Female"
"5071","7152","35-39","360","Female"
"5072","8111","35-39","595","Female"
"5073","8121","35-39","795","Female"
"5074","8131","35-39","1235","Female"
"5075","8141","35-39","1315","Female"
"5076","8151","35-39","370","Female"
"5077","8152","35-39","90","Female"
"5078","9111","35-39","125","Female"
"5079","9121","35-39","155","Female"
"5080","9122","35-39","140","Female"
"5081","9123","35-39","945","Female"
"5082","9131","35-39","245","Female"
"5083","9141","35-39","885","Female"
"5084","9151","35-39","210","Female"
"5085","9161","35-39","125","Female"
"5086","9171","35-39","10","Female"
"5087","10011","35-39","45","Female"
"5088","10012","35-39","50","Female"
"5089","10013","35-39","80","Female"
"5090","10014","35-39","300","Female"
"5091","11111","35-39","365","Female"
"5092","11112","35-39","405","Female"
"5093","11121","35-39","290","Female"
"5094","11131","35-39","35","Female"
"5095","11132","35-39","440","Female"
"5096","11133","35-39","20","Female"
"5097","11141","35-39","410","Female"
"5098","11211","35-39","305","Female"
"5099","12111","35-39","995","Female"
"5100","12112","35-39","3630","Female"
"5101","12113","35-39","1820","Female"
"5102","12114","35-39","1120","Female"
"5103","12115","35-39","1040","Female"
"5104","12121","35-39","1150","Female"
"5105","12131","35-39","590","Female"
"5106","12132","35-39","1655","Female"
"5107","12141","35-39","440","Female"
"5108","12151","35-39","595","Female"
"5109","12152","35-39","425","Female"
"5110","13111","35-39","5030","Female"
"5111","13112","35-39","1965","Female"
"5112","13113","35-39","2870","Female"
"5113","13114","35-39","4325","Female"
"5114","14111","35-39","1180","Female"
"5115","14112","35-39","1765","Female"
"5116","14113","35-39","2025","Female"
"5117","14114","35-39","1220","Female"
"5118","14121","35-39","6445","Female"
"5119","14122","35-39","4230","Female"
"5120","15111","35-39","915","Female"
"5121","15121","35-39","1315","Female"
"5122","15131","35-39","1000","Female"
"5123","15141","35-39","895","Female"
"5124","15151","35-39","4505","Female"
"5125","15161","35-39","5585","Female"
"5126","15171","35-39","4925","Female"
"5127","16111","35-39","4530","Female"
"5128","16112","35-39","2860","Female"
"5129","16121","35-39","2810","Female"
"5130","16122","35-39","3735","Female"
"5131","16211","35-39","2190","Female"
"5132","16212","35-39","2350","Female"
"5133","16213","35-39","4075","Female"
"5134","16221","35-39","3960","Female"
"5135","16222","35-39","2690","Female"
"5136","16223","35-39","495","Female"
"5137","16231","35-39","1450","Female"
"5138","16311","35-39","5720","Female"
"5139","16321","35-39","1655","Female"
"5140","16331","35-39","560","Female"
"5141","16341","35-39","2560","Female"
"5142","16342","35-39","4095","Female"
"5143","16343","35-39","885","Female"
"5144","17011","35-39","190","Female"
"5145","17012","35-39","165","Female"
"5146","18011","35-39","565","Female"
"5147","1111","40-44","535","Female"
"5148","1121","40-44","955","Female"
"5149","1131","40-44","480","Female"
"5150","1141","40-44","180","Female"
"5151","1151","40-44","1550","Female"
"5152","1161","40-44","475","Female"
"5153","1171","40-44","550","Female"
"5154","1181","40-44","475","Female"
"5155","2111","40-44","825","Female"
"5156","2121","40-44","600","Female"
"5157","2131","40-44","1285","Female"
"5158","2141","40-44","1805","Female"
"5159","2151","40-44","2090","Female"
"5160","2161","40-44","550","Female"
"5161","3111","40-44","1375","Female"
"5162","3121","40-44","1880","Female"
"5163","3122","40-44","1440","Female"
"5164","3123","40-44","1710","Female"
"5165","3124","40-44","860","Female"
"5166","3125","40-44","565","Female"
"5167","3126","40-44","1425","Female"
"5168","3131","40-44","3620","Female"
"5169","3132","40-44","3495","Female"
"5170","3133","40-44","2505","Female"
"5171","3134","40-44","1070","Female"
"5172","3141","40-44","315","Female"
"5173","3142","40-44","415","Female"
"5174","4111","40-44","375","Female"
"5175","4121","40-44","280","Female"
"5176","4122","40-44","270","Female"
"5177","4131","40-44","525","Female"
"5178","4141","40-44","1550","Female"
"5179","4151","40-44","2330","Female"
"5180","4152","40-44","1245","Female"
"5181","4161","40-44","610","Female"
"5182","4162","40-44","525","Female"
"5183","4171","40-44","3000","Female"
"5184","4181","40-44","2000","Female"
"5185","4182","40-44","620","Female"
"5186","5111","40-44","1400","Female"
"5187","5121","40-44","2760","Female"
"5188","5131","40-44","1335","Female"
"5189","5141","40-44","485","Female"
"5190","5151","40-44","4710","Female"
"5191","5161","40-44","875","Female"
"5192","5171","40-44","375","Female"
"5193","5181","40-44","570","Female"
"5194","5191","40-44","530","Female"
"5195","6111","40-44","2495","Female"
"5196","6112","40-44","3005","Female"
"5197","6113","40-44","1560","Female"
"5198","6121","40-44","2105","Female"
"5199","6122","40-44","2590","Female"
"5200","6211","40-44","1600","Female"
"5201","6212","40-44","2695","Female"
"5202","6221","40-44","935","Female"
"5203","6222","40-44","1670","Female"
"5204","6223","40-44","1400","Female"
"5205","6224","40-44","1630","Female"
